specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
SB,Orthopaedics,SB055A,Long Bone,18000,"Clinical notes and X-ray of the affected bone justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary, invoice and barcode of implant",No,--
SB,Orthopaedics,SB055B,Small Bone,10000,"Clinical notes and X-ray of the affected bone justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB056A,Pelvic Osteotomy and fixation,20000,"Clinical notes and X-ray of the patella justifying the procedure, clinical photograph of affected part","Post procedure imaging study (X Ray) showing the implant, Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Invoice and barcode of implant used. Detailed discharge summary",No,--
SB,Orthopaedics,SB057A,High Tibial Osteotomy,16000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post procedure imaging study (X Ray), Post procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary, invoice and barcode of implant",No,--
SB,Orthopaedics,SB058A,Ilizarov Fixation,15000,"Clinical and radiological investigations confirming the indication, clinical photograph of affected part",Post Procedure clinical photgraph / Post procedure X-ray showing implant; detailed Procedure / Operative Notes. Detailed discharge summary Invoice and barcode of implant.,No,--
SB,Orthopaedics,SB059A,Limb Lengthening / Bone Transport by Ilizarov,23700,"Clinical and radiological investigations confirming the diagnosis, clinical photograph of affected part showing short limb as compared to other limb","Post procedure clinical photograph; Intra procedure still pictures; Detailed discharge summary Detailed Procedure / Operative Notes, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB060A,Growth Modulation and fixation,5000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB061A,Vertical Talus,15000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB061B,Other foot deformities,15000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB062A,Correction of club foot per cast,3000,"Clinical notes and X-ray confirming the diagnosis, clinical photograph of affected part","Post Procedure clinical photgraph with cast, detailed Procedure / Operative Notes, Detailed Discharge summary.",Yes,No
SB,Orthopaedics,SB063A,Corrective Surgery in Club Foot / JESS Fixator,12000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary, Invoice and barcode of implant",No,--
SB,Orthopaedics,SB064A,Osteochondroma ,10000,"Clinical notes justifying surgery with evidence from X-ray / MRI scan of affected part, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes.Detailed Discharge summary Histopath of removed tissue",No,--
SB,Orthopaedics,SB064B,Exostosis,10000,"Clinical notes justifying surgery with evidence from X-ray / MRI scan of affected part, clinical photograph of affected part","Post Procedure clinical photgraph, detailed Procedure / Operative Notes.Detailed Discharge summary Histopath of removed tissue",No,--
SB,Orthopaedics,SB065A,Excision of Bursa,3000,"Clinical notes detailing findings confirming the diagnosis, clinical photograph of affected part","Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",Yes,No
SB,Orthopaedics,SB066A,Nerve Transposition,13000,Clinical notes justifying surgery with evidence of MRI / EMG/ NCV,"Intra Procedure still images, detailed Procedure / Operative Notes. Detailed Discharge summary",No,--
SB,Orthopaedics,SB066B,Nerve Release,13000,Clinical notes justifying surgery with evidence of MRI / EMG/ NCV,"Intra Procedure still images, detailed Procedure / Operative Notes. Detailed Discharge summary",No,--
SB,Orthopaedics,SB066C,Nerve Neurolysis,13000,Clinical notes justifying surgery with evidence of MRI / EMG/ NCV,"Intra Procedure still images, detailed Procedure / Operative Notes. Detailed Discharge summary",No,--
SB,Orthopaedics,SB067A,Nerve Repair Surgery,13800,Clinical notes justifying surgery with evidence of MRI / EMG/ NCV,"Intra procedure still images, Post Procedure clinical photgraph, detailed Procedure / Operative Notes. Detailed discharge summary",No,--
SB,Orthopaedics,SB068A,Nerve root block,3000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB069A,Exploration and Ulnar nerve Repair,9800,Clinical +/- and radiological investigations confirming the need of surgery; +/- NCV report,"Detailed discharge summary, Post Procedure clinical photgraph, detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SB070A,K - Wire,5000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB070B,Screw,5000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB071A,Nail,15000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SB071B,Plate,15000,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ","Procedure / Operation notes, Post procedure X-ray films with reports, Detailed Discharge Summary",No,--
SB,Orthopaedics,SBU100,Unspecified Surgical Package,0,NA,NA,No,--
SB,Orthopaedics,SC070A,Bone tumors / soft tissue sarcomas: surgery,30000,"HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",No,--
SB,Orthopaedics,SG092A,Tendon Transfer,15000,"Clinical notes and Clinical photograph of affected part, Evidence of confirmed diagnosis of Leprosy","Intra procedure clinical photograph, Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",No,--
SB,Orthopaedics,SN032A,Thoracic Corpectomy with fusion,60000,Clinical notes and MRI,"Post procedure Imaging with film (X ray) showing the implants, Post procedure Clinical photgraph showing scar, Detailed discharge summary , Detailed Procedure / Operative Notes",No,--
SB,Orthopaedics,SN032B,Lumbar Corpectomy with fusion,60000,Clinical notes and MRI,"Post procedure Imaging with film (X ray) showing the implants, Post procedure Clinical photgraph showing scar, Detailed discharge summary , Detailed Procedure / Operative Notes",No,--
SB,Orthopaedics,SN034A,Laminectomy with Fusion,40000,Clinical notes and MRI establishing need of surgery,"Post procedure X-ray showing fixation & fusion, Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SN034B,Laminectomy with Fusion and fixation,40000,Clinical notes and MRI establishing need of surgery,"Post procedure X-ray showing fixation & fusion, Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SB,Orthopaedics,SN038A,Spine - Decompression & Fusion,40000,Clinical notes and MRI supporting surgery,Post op X-ray with film showing fusion; Detailed discharge summary; Detailed Procedure / Operative Notes;,No,--
SB,Orthopaedics,SN038B,Spine - Decompression & Fusion with fixation,40000,Clinical notes and MRI supporting surgery,Post op X-ray with film showing fusion; Detailed discharge summary; Detailed Procedure / Operative Notes;,No,--
SB,Orthopaedics,SN046A,Carpal Tunnel Release,10000,"Clinical history, MRI, NCV","Post procedure Clinical photgraph showing scar, Detailed discharge summary , Detailed Procedure / Operative Notes & MRI Report",No,--
SB,Orthopaedics,ST001A,Severe,0,Clinical notes with planned line of treatment,Discharge summary,No,--
SB,Orthopaedics,ST001B,Depressed Fracture,0,"Clinical notes with planned line of treatment including planned line of treatment, X-ray films with reports ",Discharge summary,No,--
SB,Orthopaedics,ST002A,Head injury with repair of Facio-Maxillary Injury & fixations (including implants),31000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT; pre-op clinical photograph,"Post- op Clinical Photograph showing implant for fixation and repairs; detailed discharge summary, Detailed operatives notes",No,--
SB,Orthopaedics,ST003A,Subdural hematoma along with fixation of fracture of single long bone,60000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT/ MRI (of both head & affected long bone),"Post- op Clinical Photograph & X-rays showing craniotomy evidence and implant for fixation; detailed discharge summary, Detailed operatives notes",No,--
SB,Orthopaedics,ST003B,Extradural hematoma along with fixation of fracture of single long bone,60000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT/ MRI (of both head & affected long bone),"Post- op Clinical Photograph & X-rays showing craniotomy evidence and implant for fixation; detailed discharge summary, Detailed operatives notes",No,--
SB,Orthopaedics,ST003C,Subdural hematoma along with fixation of fracture of 2 or more long bone.,75000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT/ MRI (of both head & affected long bone),"Post- op Clinical Photograph & X-rays showing craniotomy evidence and implant for fixation; detailed discharge summary, Detailed operatives notes",No,--
SB,Orthopaedics,ST003D,Extradural hematoma along with fixation of fracture of 2 or more long bone.,75000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT/ MRI (of both head & affected long bone),"Post- op Clinical Photograph & X-rays showing craniotomy evidence and implant for fixation; detailed discharge summary, Detailed operatives notes",No,--
SB,Orthopaedics,ST004A,Management of Chest injury with fixation of Single Long bone,30000,Clinical notes detailing the injury and need of surgery. MLC/ FIR with X-ray/ CT/ MRI (of both chest & affected long bone),"Intra- op Clinical Photograph & X-rays showing chest injury repair and implant for fixation; detailed discharge summary, Detailed operatives notes",No,--
